14778507;17385817;541426;0;5;10;
15140072;17794913;456240;0;5;10;
15202845;17888086;545992;0;5;10;
14476141;17022600;329142;0;5;10;
14851765;17470589;571548;0;5;10;
15335894;18032676;388734;0;5;10;
15248287;17949724;386103;0;5;10;
14797721;17392568;506948;0;5;10;
15919852;18635727;428452;0;5;10;
15447741;18179209;366589;0;5;10;
15633884;18366676;450724;0;5;10;
15247195;17910114;360255;0;5;10;
;;;;;;
;;;;;;
15173325,3333333;17835724,9166667;444346,083333333;;;;Moyenne
401206,048533064;456759,51572741;81555,8430095136;;;;Écart type
;;;;;;
;34,1475392772863;;;;;
