10149925;12651923;367595;0;5;8;
10441950;12998690;305765;0;5;8;
10352993;12880038;373693;0;5;8;
10438496;13005688;364509;0;5;8;
10096915;12557811;374347;0;5;8;
10631543;13253638;376912;0;5;8;
10324502;12858607;387014;0;5;8;
10512047;13110148;378993;0;5;8;
10846528;13466823;384348;0;5;8;
10846269;13496015;379032;0;5;8;
10542059;13137065;332120;0;5;8;
10487123;13073061;334924;0;5;8;
10131395;12653605;256323;0;5;8;
11304354;13995330;400307;0;5;8;
10241735;12729790;376631;0;5;8;
11036539;13667630;261869;0;5;8;
10645464;13272530;282950;0;5;8;
10719989;13341583;379688;0;5;8;
10500187;13055780;381091;0;5;8;
;;;;;;
;;;;;;
10539474,3684211;13116092,3684211;352532,157894737;;;;Moyenne
314584,303241103;371412,915951627;44183,8561886115;;;;Écart type
;;;;;;
;29,8964906672941;;;;;
