5821240;7922660;137229;0;5;6;
5332176;7285837;198461;0;5;6;
5522350;7545766;204228;0;5;6;
5484972;7486939;204144;0;5;6;
5507767;7518941;202846;0;5;6;
5038101;6923851;140275;0;5;6;
5314590;7254189;168737;0;5;6;
5535691;7585778;201680;0;5;6;
5447743;7463442;206809;0;5;6;
5489301;7524237;187138;0;5;6;
5678811;7743619;213193;0;5;6;
5644117;7721918;207085;0;5;6;
5528626;7578113;207573;0;5;6;
5434600;7455035;203292;0;5;6;
5337089;7306594;173626;0;5;6;
5911749;8045730;177097;0;5;6;
5368090;7325287;200176;0;5;6;
4866860;6671822;186829;0;5;6;
5784119;7868654;212018;0;5;6;
5568371;7639978;211619;0;5;6;
5556227;7594351;204881;0;5;6;
5498526;7506279;207862;0;5;6;
;;;;;;
;;;;;;
5469041,71428572;7478398,0952381;196169,952380952;;;;Moyenne
232974,665481889;305624,499166268;21672,6781271596;;;;Écart type
;;;;;;
;;;;;;
;27,8790999738079;;;;;
