3463850;5069712;134830;0;5;5;
3360000;4937868;130435;0;5;5;
3047503;4477399;108309;0;5;5;
3200438;4699945;81768;0;5;5;
3272369;4811889;84783;0;5;5;
3303349;4861744;84086;0;5;5;
3286656;4830008;84984;0;5;5;
3300375;4845912;111863;0;5;5;
3045160;4483694;103385;0;5;5;
3209913;4706486;82153;0;5;5;
3299872;4865971;84109;0;5;5;
3294800;4852579;85257;0;5;5;
3291734;4852902;129944;0;5;5;
3387474;4964534;95052;0;5;5;
3394338;4981532;87810;0;5;5;
3372730;4963993;86143;0;5;5;
3307223;4886926;85811;0;5;5;
3285977;4843973;84037;0;5;5;
3241323;4767408;96644;0;5;5;
3405006;5000039;86386;0;5;5;
3508375;5137100;88712;0;5;5;
3226085;4735061;84435;0;5;5;
3243778;4787714;83118;0;5;5;
2949453;4330945;77954;0;5;5;
3479927;5088484;87375;0;5;5;
3356260;4951633;92347;0;5;5;
3287237;4851671;83885;0;5;5;
3344769;4915946;85257;0;5;5;
3281338;4814798;86909;0;5;5;
;;;;;;
;;;;;;
3291286,62068966;4838547,10344828;93026,9310344828;;;;Moyenne
123282,609375316;177931,304892475;15472,6019141925;;;;Écart type
;;;;;;
;35,3799333600467;;;;;
