1629330;2660300;45519;0;5;4;
1668046;2714804;45946;0;5;4;
1626953;2661674;46460;0;5;4;
1521785;2492427;43936;0;5;4;
1557740;2557401;44830;0;5;4;
1567808;2563010;44329;0;5;4;
1595324;2610092;45665;0;5;4;
1604732;2626423;45419;0;5;4;
1587785;2602195;45806;0;5;4;
1587823;2598587;44635;0;5;4;
1518250;2489275;44544;0;5;4;
1564707;2557712;61195;0;5;4;
1597745;2621204;62874;0;5;4;
1601605;2623700;63681;0;5;4;
1599038;2625020;69544;0;5;4;
1632961;2665712;70288;0;5;4;
1630875;2667293;70257;0;5;4;
1629719;2668945;70363;0;5;4;
1607317;2641298;70296;0;5;4;
1598393;2624136;68622;0;5;4;
1570708;2571960;64172;0;5;4;
1644044;2690022;67248;0;5;4;
1665963;2718904;70108;0;5;4;
1593911;2610026;69562;0;5;4;
1587059;2603964;69145;0;5;4;
1504925;2455243;65845;0;5;4;
1664919;2709314;72039;0;5;4;
1622296;2662838;68219;0;5;4;
1587240;2608208;68204;0;5;4;
1608457;2635743;69158;0;5;4;
1582820;2580617;70836;0;5;4;
;;;;;;
;;;;;;
1598718,64516129;2616711,19354839;59959,5161290323;;;;Moyenne
39999,0853233324;63460,159441663;11393,4606298846;;;;Écart type
;;;;;;
;26,6633013135207;;;;;
