79485;158968;3690;0;5;1;
79412;158822;3697;0;5;1;
79611;159220;3743;0;5;1;
79328;158654;3717;0;5;1;
79204;158406;3707;0;5;1;
79400;158798;3565;0;5;1;
79444;158886;3745;0;5;1;
79668;159334;3657;0;5;1;
79527;159052;3654;0;5;1;
79266;158530;3626;0;5;1;
79038;158074;3740;0;5;1;
79216;158430;3665;0;5;1;
79374;158746;3709;0;5;1;
79442;158882;3756;0;5;1;
79215;158428;3741;0;5;1;
79503;159004;3608;0;5;1;
79532;159062;3727;0;5;1;
79314;158626;3617;0;5;1;
79307;158612;3668;0;5;1;
79518;159034;3714;0;5;1;
79644;159286;3723;0;5;1;
79379;158756;3749;0;5;1;
79250;158498;3622;0;5;1;
79081;158160;3717;0;5;1;
79441;158880;3598;0;5;1;
79292;158582;3761;0;5;1;
79386;158770;3723;0;5;1;
79518;159034;3777;0;5;1;
78684;157366;3621;0;5;1;
79489;158976;3645;0;5;1;
79522;159042;3614;0;5;1;
;;;;;;
79370,6451612903;158739,290322581;3686,96774193548;;;;Moyenne
198,607913301073;397,215826602146;57,2407103793374;;;;Écart type
;;;;;;
;21,5273500384965;;;;;
