32781;65562;1764;0;5;0;
32683;65366;1777;0;5;0;
32787;65574;1716;0;5;0;
32696;65392;1742;0;5;0;
32776;65552;1726;0;5;0;
32786;65572;1696;0;5;0;
32751;65502;1716;0;5;0;
32787;65574;1721;0;5;0;
32684;65368;1702;0;5;0;
32774;65548;1733;0;5;0;
32771;65542;1769;0;5;0;
32781;65562;1729;0;5;0;
32738;65476;1709;0;5;0;
32786;65572;1745;0;5;0;
32660;65320;1729;0;5;0;
32695;65390;1669;0;5;0;
32793;65586;1707;0;5;0;
32759;65518;1749;0;5;0;
32727;65454;1706;0;5;0;
32767;65534;1725;0;5;0;
32792;65584;1728;0;5;0;
32745;65490;1753;0;5;0;
32773;65546;1712;0;5;0;
32681;65362;1784;0;5;0;
32766;65532;1716;0;5;0;
32782;65564;1741;0;5;0;
32765;65530;1732;0;5;0;
32706;65412;1745;0;5;0;
32794;65588;1736;0;5;0;
32789;65578;1726;0;5;0;
32799;65598;1690;0;5;0;
;;;;;;
;;;;;;
32754;65508;1728,8064516129;;;;Moyenne
41,071482401621;82,1429648032421;25,347477658653;;;;Écart type
;;;;;;
;18,9460190696546;;;;;
