43651;74868;1850;0;14;22
47180;77906;1872;0;14;22
43565;74130;1794;0;14;22
45000;75324;1830;0;14;22
44698;75512;1814;0;14;22
43975;74833;1781;0;14;22
42235;73232;1783;0;14;22
45873;76861;1814;0;14;22
43649;74250;1776;0;14;22
43541;74385;1799;0;14;22
42613;73332;1826;0;14;22
47145;77405;1838;0;14;22
43096;74186;1786;0;14;22
46053;75904;1839;0;14;22
46147;76571;1814;0;14;22
46813;77133;1773;0;14;22
46188;77087;1804;0;14;22
43437;74770;1810;0;14;22
45734;76019;1805;0;14;22
45528;76092;1812;0;14;22
46570;76787;1823;0;14;22
46464;76983;1846;0;14;22
43461;74454;1786;0;14;22
45401;75694;1859;0;14;22
40504;72182;1763;0;14;22
45974;76165;1822;0;14;22
43702;74606;1811;0;14;22
43766;74917;1824;0;14;22
44723;75756;1820;0;14;22
45635;75776;1792;0;14;22
47257;77874;1781;0;14;22
