38681;71239;1805;0;14;21
40565;72930;1818;0;14;21
38638;70936;1767;0;14;21
39201;71561;1786;0;14;21
39388;71671;1762;0;14;21
38952;71349;1751;0;14;21
37852;70395;1753;0;14;21
39897;72408;1771;0;14;21
38720;71076;1740;0;14;21
38469;71023;1764;0;14;21
38222;70624;1796;0;14;21
40450;72813;1787;0;14;21
38439;70932;1758;0;14;21
39962;72285;1794;0;14;21
39902;72288;1766;0;14;21
40467;72749;1728;0;14;21
40092;72469;1755;0;14;21
38548;71087;1778;0;14;21
39863;72078;1762;0;14;21
39695;72166;1771;0;14;21
40279;72617;1780;0;14;21
40226;72696;1804;0;14;21
38575;71156;1757;0;14;21
39594;71816;1823;0;14;21
37152;69720;1742;0;14;21
39944;72375;1785;0;14;21
38909;71356;1787;0;14;21
38706;71281;1787;0;14;21
39412;71903;1781;0;14;21
39967;72121;1757;0;14;21
40784;73080;1739;0;14;21
