32781;65562;1767;0;16;0
32683;65366;1764;0;16;0
32787;65574;1722;0;16;0
32696;65392;1740;0;16;0
32776;65552;1722;0;16;0
32786;65572;1691;0;16;0
32751;65502;1721;0;16;0
32787;65574;1725;0;16;0
32684;65368;1698;0;16;0
32774;65548;1725;0;16;0
32771;65542;1756;0;16;0
32781;65562;1734;0;16;0
32738;65476;1716;0;16;0
32786;65572;1742;0;16;0
32660;65320;1720;0;16;0
32695;65390;1676;0;16;0
32793;65586;1697;0;16;0
32759;65518;1728;0;16;0
32727;65454;1708;0;16;0
32767;65534;1722;0;16;0
32792;65584;1727;0;16;0
32745;65490;1755;0;16;0
32773;65546;1711;0;16;0
32681;65362;1777;0;16;0
32766;65532;1712;0;16;0
32782;65564;1728;0;16;0
32765;65530;1731;0;16;0
32706;65412;1743;0;16;0
32794;65588;1729;0;16;0
32789;65578;1707;0;16;0
32799;65598;1683;0;16;0
