32781;65562;1764;0;15;0
32683;65366;1766;0;15;0
32787;65574;1729;0;15;0
32696;65392;1735;0;15;0
32776;65552;1720;0;15;0
32786;65572;1691;0;15;0
32751;65502;1716;0;15;0
32787;65574;1723;0;15;0
32684;65368;1696;0;15;0
32774;65548;1727;0;15;0
32771;65542;1749;0;15;0
32781;65562;1728;0;15;0
32738;65476;1712;0;15;0
32786;65572;1742;0;15;0
32660;65320;1724;0;15;0
32695;65390;1674;0;15;0
32793;65586;1700;0;15;0
32759;65518;1734;0;15;0
32727;65454;1712;0;15;0
32767;65534;1730;0;15;0
32792;65584;1727;0;15;0
32745;65490;1759;0;15;0
32773;65546;1713;0;15;0
32681;65362;1771;0;15;0
32766;65532;1710;0;15;0
32782;65564;1732;0;15;0
32765;65530;1742;0;15;0
32706;65412;1746;0;15;0
32794;65588;1728;0;15;0
32789;65578;1706;0;15;0
32799;65598;1681;0;15;0
